LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
232,usa,Usarufa,Usarufa,"Usarufa, Usarufa",,,,Kainantu,Eastern Highlands,,Eastern Highlands,145.58,-6.42,Interior New Guinea,NG and Oceania
358,sue,Suena,Suena,"Suena, Suena",,,North Binanderean,Binanderean,Greater Binanderean,,Greater Binanderean,147.55,-7.75,S New Guinea,NG and Oceania
31,bbb,Barai,Barai,"Barai, Barai",,,,Baraic,Koiarian,,Koiarian,148.19,-9.04,S New Guinea,NG and Oceania
136,kpw,Kobon,Kobon,"Kobon, Kobon",,,Kalam-Kobon,Kalamic-South Adelbert,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",144.33,-5.17,Interior New Guinea,NG and Oceania
153,mfw,Mulaha,"Kwalean, Mulaha, Iaibu","Mulaha, Kwalean, Mulaha, Iaibu",,,,,Kwalean,,Kwalean,147.6,-9.66,S New Guinea,NG and Oceania
126,kmg,Kí¢te,Kí¢te,"Kí¢te, Kí¢te",,,Eastern Huon,Huon,Finisterre-Huon,,Finisterre-Huon,147.75,-6.5,N Coast New Guinea,NG and Oceania
417,yva,Yawa,Yawa,"Yawa, (Yawa)",Yapen,,,,West Papuan,,West Papuan,136.25,-1.75,N Coast New Guinea,NG and Oceania
402,wsa,Warembori,Warembori,"Warembori, Warembori",,,,,Lower Mamberamo,Warembori ,"Lower Mamberamo, Warembori ",137.58,-1.67,N Coast New Guinea,NG and Oceania
366,bzu,Burmeso,"Taurap, Burmeso","Burmeso, Taurap, Burmeso",,,,,Taurap,Burmeso,"Taurap, Burmeso",138.06,-2.4,Interior New Guinea,NG and Oceania
33,bvz,Bauzi,Bauzi,"Bauzi, Bauzi",,,,,East Cenderawasih Bay,"East Cenderawasih (Bay), East Geelvinck Bay","East Cenderawasih Bay, East Cenderawasih (Bay), East Geelvinck Bay",137.5,-2.5,Interior New Guinea,NG and Oceania
109,tmu,Iau,Iau,"Iau, Iau",,,,Tariku,Lakes Plain,,Lakes Plain,137.5,-3.17,Interior New Guinea,NG and Oceania
26,,Asmat,Asmat,"Asmat, Asmat",,,,Asmat-Kamoro,Macro-Ok,,Macro-Ok,138.4,-6,S New Guinea,NG and Oceania
38,kvg,Boazi,Boazi,"Boazi, Boazi",,,,,Marind,,Marind,141.33,-7,S New Guinea,NG and Oceania
131,kig,Kimaama,"Kimaama , Kimaghama ","Kimaama, Kimaama , Kimaghama ",,,,,Kolopom,,Kolopom,138.5,-8,S New Guinea,NG and Oceania
134,kiw,Kiwai,"Kiwai, Gibaio, Northeast Kiwai","Kiwai, Kiwai, Gibaio, Northeast Kiwai",,,,,Kiwaian,,Kiwaian,143.5,-8,S New Guinea,NG and Oceania
211,kcd,Ngkalmpw Knwme,"Ngkalmpw Knwme , Kanum ","Ngkalmpw Knwme, Ngkalmpw Knwme , Kanum ",Kanum,,,Morehead and Upper Maro Rivers,South Central Papuan,,South Central Papuan,140.92,-8.67,S New Guinea,NG and Oceania
330,pwa,Pawaian,Pawaian,"Pawaian, Pawaian",,,,,Pawaian,,Pawaian,145.08,-7,Interior New Guinea,NG and Oceania
350,set,Sentani,Sentani,"Sentani, Sentani",,,,,Sentani,,Sentani,140.58,-2.58,N Coast New Guinea,NG and Oceania
212,nir,Nimboran,Nimboran,"Nimboran, Nimboran",,,,,Nimboran,,Nimboran,140.17,-2.5,N Coast New Guinea,NG and Oceania
190,mrf,Elseng,Morwap,"Elseng, Morwap",,,,,Morwap,Elseng,"Morwap, Elseng",140.5,-3,Interior New Guinea,NG and Oceania
395,vam,Vanimo,"Dumo, Vanimo","Vanimo, Dumo, Vanimo",,Skou,,Skou-Serra-Warapu,Macro-Skou,Sko,"Macro-Skou, Sko",141.3,-2.67,N Coast New Guinea,NG and Oceania
403,wrs,Waris,Waris,"Waris, Waris",,,,Waris,Border,,Border,141,-3.17,Interior New Guinea,NG and Oceania
427,yuj,Karkar,"Karkar-Yuri, Karkar","Karkar, Karkar-Yuri, Karkar",,,,,Karkar,"Karkar, Karkar-Yuri","Karkar, Karkar, Karkar-Yuri",141.08,-3.75,N Coast New Guinea,NG and Oceania
419,yss,Yessan-Mayo,Yessan-Mayo,"Yessan-Mayo, Yessan-Mayo",,,,Tama Sepik,Sepik,,Sepik,142.6,-4,N Coast New Guinea,NG and Oceania
307,ksi,Krisa,Krisa,"Krisa, Krisa",,,,Krisa,Macro-Skou,Sko,"Macro-Skou, Sko",141.28,-2.83,N Coast New Guinea,NG and Oceania
24,aon,Arapesh,"Arapesh, Arapesh Bumbita","Arapesh, Arapesh, Arapesh Bumbita",,,Arapesh,Kombio,Torricelli,,Torricelli,143.17,-3.47,N Coast New Guinea,NG and Oceania
322,opm,Oksapmin,Oksapmin,"Oksapmin, Oksapmin",,,,Oksapmin,Macro-Ok,,Macro-Ok,142.17,-5.17,Interior New Guinea,NG and Oceania
14,amp,Alamblak,Alamblak,"Alamblak, Alamblak",,,,Sepik Hill,Sepik,,Sepik,143.33,-4.67,N Coast New Guinea,NG and Oceania
420,yee,Yimas,Yimas,"Yimas, Yimas",,,Yimas-Karawari,Lower Sepik,Lower Sepik - Ramu,,Lower Sepik - Ramu,143.55,-4.67,N Coast New Guinea,NG and Oceania
83,gpn,Gapun,Gapun,"Gapun, Gapun",,,,,Gapun,,Gapun,144.5,-4.08,N Coast New Guinea,NG and Oceania
28,kmn,Awtuw,Awtuw ,"Awtuw, Awtuw ",,,,Ram,Sepik,,Sepik,142,-3.58,N Coast New Guinea,NG and Oceania
369,kps,Tehit,Tehit,"Tehit, Tehit",,,,South Birdäó»s Head,West Papuan,,West Papuan,132,-1.5,N Coast New Guinea,NG and Oceania
20,aey,Amele,Amele,"Amele, Amele",,,Mabuso,Croisilles,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.58,-5.25,N Coast New Guinea,NG and Oceania
367,tya,Tauya,Tauya,"Tauya, Tauya",,,,Rai Coast,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.33,-5.75,Interior New Guinea,NG and Oceania
393,wnu,Usan,Usan,"Usan, Usan",,,Numugenan,Croisilles,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.17,-4.83,N Coast New Guinea,NG and Oceania
407,wsk,Waskia,Waskia,"Waskia, Waskia",,,,Isumrud,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",146,-4.5,N Coast New Guinea,NG and Oceania
359,sua,Sulka,Sulka,"Sulka, Sulka",,,,,Sulka,,Sulka,151.92,-5.08,N Coast New Guinea,NG and Oceania
22,anz,AníÈm,AníÈm,"AníÈm, AníÈm",,,,,West New Britain,,West New Britain,149.08,-5.58,N Coast New Guinea,NG and Oceania
191,siw,Motuna,Motuna,"Motuna, Motuna",,,,Buin,South Bougainville,East Bougainville,"South Bougainville, East Bougainville",155.42,-6.62,Oceania,NG and Oceania
140,kyx,Konua,"Konua, Rapoisi","Konua, Konua, Rapoisi",,,,,North Bougainville,West Bougainville,"North Bougainville, West Bougainville",154.83,-5.83,Oceania,NG and Oceania
30,byx,Baining,"Makakat, Qaqet, Maqaqet, Kakat, Baining","Baining, Makakat, Qaqet, Maqaqet, Kakat, Baining",,,,,East New Britain,Baining-Taulil,"East New Britain, Baining-Taulil",152,-4.58,N Coast New Guinea,NG and Oceania
13,nfl,Aiwo,"Aiwo , Ayiwo, í‹iwoo","Aiwo, Aiwo , Ayiwo, í‹iwoo",Reefs-Santa Cruz,Temotu,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,166.25,-10.33,Oceania,NG and Oceania
138,tyn,Kombai,Kombai,"Kombai, Kombai",,,,Awyu-Dumut,Macro-Ok,,Macro-Ok,140,-5.58,S New Guinea,NG and Oceania
36,bkl,Berik,"Berik, Tor","Berik, Berik, Tor",,,,Tor,Orya-Mawes-Tor-Kwerba,,Orya-Mawes-Tor-Kwerba,138.83,-2.25,N Coast New Guinea,NG and Oceania
133,kiy,Kirikiri,"Kirikiri , Kirira","Kirikiri, Kirikiri , Kirira",,,,Tariku,East Cenderawasih Bay,"East Cenderawasih (Bay), East Geelvinck Bay","East Cenderawasih Bay, East Cenderawasih (Bay), East Geelvinck Bay",137.17,-3,Interior New Guinea,NG and Oceania
320,oia,Oirata,Oirata,"Oirata, Oirata",,,,Timor-Kisar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",127.17,-8.1,Oceania,NG and Oceania
158,lev,Lamma,"Lamma, Western Pantar","Lamma, Lamma, Western Pantar",,,,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",124.12,-8.5,Oceania,NG and Oceania
137,kvw,Kolana,"Kolana, Wersing","Kolana, Kolana, Wersing",,,Alor,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",125.12,-8.25,Oceania,NG and Oceania
71,dbl,Dyirbal,Dyirbal,"Dyirbal, Dyirbal",,,,Dyirbalic,Pama-Nyungan,,Pama-Nyungan,145.58,-17.83,N Australia,Australia
416,kdd,Yankunytjara,"Yankunytjara , Yankuntjatjara , Yankuntjara, ","Yankunytjara, Yankunytjara , Yankuntjatjara , Yankuntjara, ",Western Desert,,Nyungic,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,132,-27,S Australia,Australia
193,aer,Mparntwe Arrernte,Mparntwe Arrernte,"Mparntwe Arrernte, Mparntwe Arrernte",,,,Arandic,Pama-Nyungan,,Pama-Nyungan,136,-24,S Australia,Australia
64,dif,Diyari,Diyari,"Diyari, Diyari",,,,Karnic,Pama-Nyungan,,Pama-Nyungan,139,-28,S Australia,Australia
391,urf,Uradhi,"Uradhi, Atampaya","Uradhi, Uradhi, Atampaya",,,Northern Pama,Paman,Pama-Nyungan,,Pama-Nyungan,142.42,-11.92,N Australia,Australia
66,duj,Djapu,Djapu,"Djapu, Djapu",,,,Yolngu,Pama-Nyungan,,Pama-Nyungan,136,-13,N Australia,Australia
210,wyb,Ngiyambaa,Ngiyambaa,"Ngiyambaa, Ngiyambaa",,,,Wiraduric,Pama-Nyungan,,Pama-Nyungan,145.5,-31.75,S Australia,Australia
408,,Wemba Wemba,"Wemba Wemba, Wembawemba","Wemba Wemba, Wemba Wemba, Wembawemba",,,,Kulinic,Pama-Nyungan,,Pama-Nyungan,145,-36,S Australia,Australia
173,mpc,Mangarayi,Mangarayi,"Mangarayi, Mangarayi",,,,,Mangarayan,,Mangarayan,133.5,-14.67,N Australia,Australia
68,jig,Djingili,"Djingili, Jingulu","Djingili, Djingili, Jingulu",,,,Barkly (Eastern Mirndi),Mirndi,"Djaminjungan, Mindi","Mirndi, Djaminjungan, Mindi",134,-17.75,N Australia,Australia
424,gcd,Yukulta,Yukulta,"Yukulta, Yukulta",,,,,Tangkic,,Tangkic,138.83,-17.33,N Australia,Australia
128,gyd,Kayardild,Kayardild,"Kayardild, Kayardild",South Wellesley,,South Wellesley,Southern Tangkic,Tangkic,,Tangkic,139.5,-17.05,N Australia,Australia
93,gup,Gunwinggu,"Mayali , Gunwinygu , Bininj Gun-Wok,Gunwinggu, Kunwinjku","Gunwinggu, Mayali , Gunwinygu , Bininj Gun-Wok,Gunwinggu, Kunwinjku",,,,,Gunwingguan,,Gunwingguan,133.75,-12.5,N Australia,Australia
209,nig,Ngalakan,Ngalakan,"Ngalakan, Ngalakan",,,,,Gunwingguan,,Gunwingguan,134,-14.25,N Australia,Australia
400,wrz,Waray,Waray,"Waray, Waray",,,,Western Gunwingguan,Gunwingguan,,Gunwingguan,131.25,-13.17,N Australia,Australia
401,wrr,Wardaman,Wardaman,"Wardaman, Wardaman",,,,,Wagiman - Wardaman,,Wagiman - Wardaman,131,-15.5,N Australia,Australia
378,tiw,Tiwi,Tiwi,"Tiwi, Tiwi",,,,,Tiwi,,Tiwi,131,-11.5,N Australia,Australia
178,mfr,Marrithiyel,"Marithiel,Marrithiyel","Marrithiyel, Marithiel,Marrithiyel",,,,,Western Daly,,Western Daly,130,-13.83,N Australia,Australia
196,mwf,Murrinh-patha,"Murrinh-patha , Murinbada , Murinbata , Garama","Murrinh-patha, Murrinh-patha , Murinbada , Murinbata , Garama",,,,,Southern Daly,,Southern Daly,129.67,-14.67,N Australia,Australia
170,mpb,Malak-Malak,Malak-Malak,"Malak-Malak, Malak-Malak",,,,,Northern Daly,,Northern Daly,130.42,-13.42,N Australia,Australia
181,mph,Maung,Maung,"Maung, Maung",,,,,Iwaidjan,,Iwaidjan,133.5,-11.92,N Australia,Australia
149,gni,Kuniyanti,"Kuniyanti , Gooniyandi","Kuniyanti, Kuniyanti , Gooniyandi",,,,,Bunuban,Bunaban,"Bunuban, Bunaban",126.33,-18.33,N Australia,Australia
319,nyh,Nyigina,Nyigina,"Nyigina, Nyigina",,,,,Nyulnyulan,,Nyulnyulan,124.33,-18,N Australia,Australia
390,ung,Ungarinjin,"Ungarinjin, Ungarinjin, Ungarinyin","Ungarinjin, Ungarinjin, Ungarinjin, Ungarinyin",,,,,Worrorran,,Worrorran,126,-16.33,N Australia,Australia
183,mep,Miriwung,Miriwung,"Miriwung, Miriwung",,,,,Djerragan,"Djeragan, Djerragan","Djerragan, Djeragan, Djerragan",129,-15.67,N Australia,Australia
405,wnd,Warndarang,Warndarang,"Warndarang, Warndarang",,,,,Maran,,Maran,135.58,-14.42,N Australia,Australia
16,alh,Alawa,Alawa,"Alawa, Alawa",,,,,Maran,,Maran,134.25,-15.17,N Australia,Australia
82,gbu,Gaagudju,Gaagudju,"Gaagudju, Gaagudju",,,,,Gaagudju,,Gaagudju,132.83,-12.58,N Australia,Australia
84,gbc,Garrwa,"Garrwa, Garawa","Garrwa, Garrwa, Garawa",,,,,Garrwan,Garawan,"Garrwan, Garawan",137.17,-17.08,N Australia,Australia
198,nck,Nakkara,Nakkara,"Nakkara, Nakkara",,,,,Nakkaran,,Nakkaran,134.42,-12.12,N Australia,Australia
318,nuy,Nunggubuyu,Nunggubuyu,"Nunggubuyu, Nunggubuyu",,,,Ngandi-Nunggubuyu,Gunwingguan,,Gunwingguan,135.67,-13.75,N Australia,Australia
160,lrg,Larakiya,(Larakiya) Laragia,"Larakiya, (Larakiya) Laragia",,,,,Larakiya,,Larakiya,130.83,-12.67,N Australia,Australia
72,peb,Pomo (Eastern),Pomo (Eastern),"Pomo (Eastern), Pomo (Eastern)",,,,,Pomoan,Pomo,"Pomoan, Pomo",-122.67,39,California,W N America
63,dih,Diegueí±o,Diegueí±o,"Diegueí±o, Diegueí±o",California-Delta,,,,Yuman,Yuman-Cochimí_,"Yuman, Yuman-Cochimí_",-117,33,California,W N America
51,cid,Chimariko,Chimariko,"Chimariko, Chimariko",,,,,Chimariko,,Chimariko,-123,41,California,W N America
125,kyh,Karok,"Karok , Karuk","Karok, Karok , Karuk",,,,,Karok,,Karok,-123,41.67,California,W N America
351,sht,Shasta,Shasta,"Shasta, Shasta",,,,,Shasta,,Shasta,-122.67,41.83,California,W N America
406,was,Washo,Washo,"Washo, Washo",,,,,Washo,,Washo,-120,39.25,Basin and Plains,W N America
418,yok,Yokuts (Yawelmani),"Yokuts (Yawelmani), Yawelmani, Yowlumni","Yokuts (Yawelmani), Yokuts (Yawelmani), Yawelmani, Yowlumni",,,,Yokutsan,Yokuts-Utian,,Yokuts-Utian,-119,35,California,W N America
342,,Sahaptin,Sahaptin,"Sahaptin, Sahaptin",,,,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-118,46,Basin and Plains,E N America
168,nmu,Maidu (Northeast),"Mountain Maidu, Maidu (Northeast)","Maidu (Northeast), Mountain Maidu, Maidu (Northeast)",,,,,Maiduan,,Maiduan,-120.67,40,Basin and Plains,W N America
208,nez,Nez Perce,Nez Perce,"Nez Perce, Nez Perce",,,,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-115.3,45,Basin and Plains,E N America
356,skd,Miwok (Southern Sierra),Southern Sierra Miwok,"Miwok (Southern Sierra), Southern Sierra Miwok",Eastern Miwok,Miwok,Miwok-Costanoan,Utian,Yokuts-Utian,,Yokuts-Utian,-120,37.5,California,W N America
409,wit,Wintu,Wintu,"Wintu, Wintu",,,,,Wintuan,,Wintuan,-122.5,41,California,W N America
411,wac,Wishram,Wishram,"Wishram, Wishram",,,,,Chinookan,,Chinookan,-122.5,45.5,Alaska-Oregon,W N America
113,inz,Ineseí±o,"Chumash (Ineseí±o),Ineseí±o","Ineseí±o, Chumash (Ineseí±o),Ineseí±o",,,,Southern Chumashan,Chumashan,,Chumashan,-120.25,34.67,California,W N America
95,hax,Haida,"Haida, Haida (Southern), Skidegate Haida","Haida, Haida, Haida (Southern), Skidegate Haida",,,,,Haida,,Haida,-132,53,Alaska-Oregon,W N America
150,kut,Kutenai,Kutenai,"Kutenai, Kutenai",,,,,Kutenai,,Kutenai,-116,49.5,Basin and Plains,E N America
344,sln,Salinan,Salinan,"Salinan, Salinan",,,,,Salinan,,Salinan,-121,36,California,W N America
377,tjm,Timucua,Timucua,"Timucua, Timucua",,,,,Timucua,,Timucua,-82,30,E North America,E N America
429,zun,Zuni,Zuni,"Zuni, Zuni",,,,,Zuni,,Zuni,-108.83,35.08,Basin and Plains,E N America
363,tkm,Takelma,Takelma,"Takelma, Takelma",,,,,Takelma-Kalapuyan,,Takelma-Kalapuyan,-123,42.5,California,W N America
412,wiy,Wiyot,Wiyot,"Wiyot, Wiyot",,,,Ritwan,Algic,,Algic,-124.17,40.83,California,W N America
428,yur,Yurok,Yurok,"Yurok, Yurok",,,,Ritwan,Algic,,Algic,-124,41.33,California,W N America
59,crk,Cree (Plains),Cree (Plains),"Cree (Plains), Cree (Plains)",,,,Algonquian,Algic,,Algic,-80,52,E North America,E N America
321,oji,Ojibwa,Ojibwa,"Ojibwa, Ojibwa",,,,Algonquian,Algic,,Algic,-83,47,E North America,E N America
27,aqp,Atakapa,Atakapa,"Atakapa, Atakapa",,,,,Atakapa,,Atakapa,-93.5,30,E North America,E N America
331,paw,Pawnee,Pawnee,"Pawnee, Pawnee",,,,,Caddoan,,Caddoan,-98.67,41,Basin and Plains,E N America
338,qui,Quileute,Quileute,"Quileute, Quileute",,,,,Chimakuan,,Chimakuan,-124.25,47.92,Alaska-Oregon,W N America
53,ctm,Chitimacha,"Chitimacha, Sitimaxa","Chitimacha, Chitimacha, Sitimaxa",,,,,Chitimacha,,Chitimacha,-91,29.67,E North America,E N America
349,see,Seneca,Seneca,"Seneca, Seneca",,,,,Iroquoian,,Iroquoian,-77.5,42.5,E North America,E N America
10,kjq,Acoma,Acoma,"Acoma, Acoma",,,,,Keresan,Keres,"Keresan, Keres",-107.58,34.92,Basin and Plains,E N America
132,kio,Kiowa,Kiowa,"Kiowa, Kiowa",,,,Kiowa,Kiowa-Tanoan,,Kiowa-Tanoan,-99,37,Basin and Plains,E N America
135,cku,Koasati,Koasati,"Koasati, Koasati",,,,,Muskogean,,Muskogean,-85.17,34.83,E North America,E N America
204,nav,Navajo,Navajo,"Navajo, Navajo",,,,Athabaskan,Na-Dene,,Na-Dene,-108,36.17,Basin and Plains,E N America
354,scs; xsl,Slave,Slave,"Slave, Slave",,,,Athabaskan,Na-Dene,,Na-Dene,-116,60,E North America,E N America
379,tli,Tlingit,Tlingit,"Tlingit, Tlingit",,,,Tlingit,Na-Dene,,Na-Dene,-135,59,Alaska-Oregon,W N America
76,eya,Eyak,Eyak,"Eyak, Eyak",,,,Eyak,Na-Dene,,Na-Dene,-145,60.5,Alaska-Oregon,W N America
54,cho,Choctaw,Choctaw,"Choctaw, Choctaw",,,,,Muskogean,,Muskogean,-88.5,32.25,E North America,E N America
202,ncz,Natchez,Natchez,"Natchez, Natchez",,,,,Natchez,,Natchez,-91.33,31.75,E North America,E N America
353,shs,Shuswap,Shuswap,"Shuswap, Shuswap",,,Northern Interior Salish,Interior Salish,Salishan,,Salishan,-120,52,Alaska-Oregon,W N America
357,squ,Squamish,Squamish,"Squamish, Squamish",,South Georgia,Central Coast Salish,Coast Salish,Salishan,,Salishan,-123.17,49.67,Alaska-Oregon,W N America
156,lkt,Lakhota,Lakhota,"Lakhota, Lakhota",,,,,Siouan,,Siouan,-101.83,43.83,Basin and Plains,E N America
382,tqw,Tonkawa,Tonkawa,"Tonkawa, Tonkawa",,,,,Tonkawa,,Tonkawa,-96.75,30.25,Basin and Plains,E N America
88,git,Gitksan,Gitksan,"Gitksan, Gitksan",,,,,Tsimshianic,,Tsimshianic,-127.75,55.33,Alaska-Oregon,W N America
386,tun,Tunica,Tunica,"Tunica, Tunica",,,,,Tunica,,Tunica,-91,32.67,E North America,E N America
19,aes,Alsea,Alsea,"Alsea, Alsea",,,,,Alsean,Alsea,"Alsean, Alsea",-123.92,44.67,Alaska-Oregon,W N America
166,lui,Luiseí±o,Luiseí±o,"Luiseí±o, Luiseí±o",,,Takic,Northern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-117.17,33.33,California,W N America
385,shh,Tí_mpisa Shoshone,"Panamint , Koso , Coso , Tí_mpisa Shoshone","Tí_mpisa Shoshone, Panamint , Koso , Coso , Tí_mpisa Shoshone",,,Numic,Northern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-117,37,Basin and Plains,W N America
328,ood,Oäó»odham,"Oäó»odham, Papago, Papago-Pima, O'othham, Nevome, Nebome, O'odham, Upper Piman","Oäó»odham, Oäó»odham, Papago, Papago-Pima, O'othham, Nevome, Nebome, O'odham, Upper Piman",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-112,32,Basin and Plains,E N America
332,ppl,Pipil,Pipil,"Pipil, Pipil",,,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-89.58,13.83,Mesoamerica,C America
152,kwk,Kwakwala,"Kwakwala , Kwakwäó»ala","Kwakwala, Kwakwala , Kwakwäó»ala",,,,Kwakiutlan (North Wakashan),Wakashan,,Wakashan,-127,51,Alaska-Oregon,W N America
317,noo,Nuuchahnulth,"Nootka , Nuuchahnulth, Nuu-chah-nulth","Nuuchahnulth, Nootka , Nuuchahnulth, Nuu-chah-nulth",,,,Nootkan (South Wakashan),Wakashan,,Wakashan,-126.67,49.67,Alaska-Oregon,W N America
422,yuc,Yuchi,"Yuchi , Euchee","Yuchi, Yuchi , Euchee",,,,,Yuchi,,Yuchi,-86.75,35.75,E North America,E N America
398,wao,Wappo,Wappo,"Wappo, Wappo",,,,,Yuki-Wappo,,Yuki-Wappo,-122.5,38.5,California,W N America
50,pei,Chichimec,"Chichimec , Chichimeco Jonaz","Chichimec, Chichimec , Chichimeco Jonaz",,,,Pamean,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-100.5,21.67,Mesoamerica,C America
186,mig,Mixtec (Chalcatongo),Mixtec (Chalcatongo),"Mixtec (Chalcatongo), Mixtec (Chalcatongo)",,,,Mixtecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.58,17.05,Mesoamerica,C America
55,chd,Chontal (Highland),"Tequistlatec , Oaxaca Chontal (Sierra),Chontal (Highland)","Chontal (Highland), Tequistlatec , Oaxaca Chontal (Sierra),Chontal (Highland)",,,,,Tequistlatecan,Oaxaca Chontal,"Tequistlatecan, Oaxaca Chontal",-95.75,16.25,Mesoamerica,C America
106,,Huave,Huave,"Huave, Huave",,,,,Huave,,Huave,-95,16,Mesoamerica,C America
184,miq,Miskito,Miskito,"Miskito, Miskito",,,,,Misumalpan,,Misumalpan,-83.67,14,Mesoamerica,C America
185,,Mixe,Mixe,"Mixe, Mixe",,,,,Mixe-Zoque,,Mixe-Zoque,-96,17,Mesoamerica,C America
365,tsz,Tarascan,"Tarascan, Purepecha, Päó»orhepecha, Päó»urhepecha","Tarascan, Tarascan, Purepecha, Päó»orhepecha, Päó»urhepecha",,,,,Tarascan,,Tarascan,-101.67,19.5,Mesoamerica,C America
372,tee,Tepehua (Huehuetla),"Tepehua, Tepehua de Hidalgo, Tepehua de Huehuetla","Tepehua (Huehuetla), Tepehua, Tepehua de Hidalgo, Tepehua de Huehuetla",,,,,Totonac-Tepehuan,,Totonac-Tepehuan,-98,20,Mesoamerica,C America
388,tzj,Tzutujil,Tzutujil,"Tzutujil, Tzutujil",,,Quichean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-91.33,14.67,Mesoamerica,C America
60,,Cuitlatec,"Cuitlatec , Kwitlateko","Cuitlatec, Cuitlatec , Kwitlateko",,,,,Cuitlatec,,Cuitlatec,-101,17.5,Mesoamerica,C America
326,pbb,Paez,"Píçez , Paes,Paez","Paez, Píçez , Paes,Paez",,,,,Paesan,Paezan,"Paesan, Paezan",-76,-3,NE South America,S America
90,gym,Guaymí_,"Guaymí_, Ngí_bere","Guaymí_, Guaymí_, Ngí_bere",,,,Chibchan,Chibchan,,Chibchan,-82,8.67,Mesoamerica,C America
41,kbh,Camsíç,Camsíç,"Camsíç, Camsíç",,,,,Camsíç,,Camsíç,-77,1.17,Andean,S America
29,cni,Axininca Campa,"Axininca Campa, Ajyí©ninka, Apurucayali Campa, Ashaninca, Ashí©ninca Apurucayali, äóìAxininka Campaäóù , äóìCampaäóù","Axininca Campa, Axininca Campa, Ajyí©ninka, Apurucayali Campa, Ashaninca, Ashí©ninca Apurucayali, äóìAxininka Campaäóù , äóìCampaäóù",,,,Campa,Arawakan,Maipurean,"Arawakan, Maipurean",-75,-12,Andean,S America
339,rgr,Resí_garo,Resí_garo,"Resí_garo, Resí_garo",,,,,Arawakan,Maipurean,"Arawakan, Maipurean",-71.5,-2.42,NE South America,S America
329,pad,Paumarí_,"Purupurí_,Paumarí_","Paumarí_, Purupurí_,Paumarí_",,,,,Arawan,Arauan,"Arawan, Arauan",-64,-6,NE South America,S America
58,con,Cofíçn,Cofíçn,"Cofíçn, Cofíçn",,,,,Cofíçn,,Cofíçn,-77.17,0.17,Andean,S America
42,cbu,Candoshi,Candoshi,"Candoshi, Candoshi",,,,,Candoshi,,Candoshi,-77,-4.17,Andean,S America
352,jiv,Shuar,"Jivaro , Siwora , Siurra , Jibaro, Shuar","Shuar, Jivaro , Siwora , Siurra , Jibaro, Shuar",,,,Jí_varo,Jivaroan,,Jivaroan,-78,-2.5,Andean,S America
414,yad,Yagua,Yagua,"Yagua, Yagua",,,,,Yaguan,Peba-Yagua,"Yaguan, Peba-Yagua",-72,-3.5,NE South America,S America
397,auc,Waorani,"Auca , Sabela , Huaorani,Waorani","Waorani, Auca , Sabela , Huaorani,Waorani",,,,,Sabelan,"Huao, Wao, Auca, Auishiri","Sabelan, Huao, Wao, Auca, Auishiri",-76.5,-1,NE South America,S America
392,ura,Urarina,Urarina,"Urarina, Urarina",,,,,Urarina,,Urarina,-75,-4,NE South America,S America
194,bmr,Muinane,Muinane,"Muinane, Muinane",,,,,Boran,,Boran,-72.5,-1,NE South America,S America
104,qub,Quechua (Huallaga),Huallaga Quech,"Quechua (Huallaga), Huallaga Quech",Huíçnuco,,,,Quechuan,,Quechuan,-76,-10,Andean,S America
119,jqr,Jaqaru,Jaqaru,"Jaqaru, Jaqaru",,,,,Aymaran,"Aymaran, Jaqi","Aymaran, Aymaran, Jaqi",-76,-13,Andean,S America
426,yuz,Yurakare,Yurakare,"Yurakare, Yurakare",,,,,Yurakare,,Yurakare,-65.25,-16.58,NE South America,S America
45,cbs,Cashinahua,Cashinahua,"Cashinahua, Cashinahua",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-71.83,-10.5,NE South America,S America
