Variety,Subgroup,Family,ISO Code,Glottolog ID,AIATSIS Code,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,caka'na'ree,caka'na'ɹeː,brittle,NA,brittle,NA,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,ca'rril,ca'ril,hard,NA,hard,ADJ,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,culngarba,culngaɹba,clean,NA,clean,NA,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,goon'dil ma,goːn'dil ma,blunt,NA,blunt,ADJ,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,n'ghine yan,n'ɣine jan,sharp,NA,sharp,NA,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,tee'nam'ba'ra,teː'nam'ba'ɹa,stiff,NA,stiff,NA,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,toor'gal'ma,toːɹ'gal'ma,sharp,NA,sharp,NA,-19.85,146.34,NA,NA,NA,NA
Guwamu,Maric,Pama-Nyungan,gwu,guwa1243,D33,923,Guwamu,garrgil,karkil,hard,Peter Austin,hard (like stone),N,-28.02423917812645,147.6605303485538,NA,NA,NA,NA
Guwamu,Maric,Pama-Nyungan,gwu,guwa1243,D33,923,Guwamu,ngarrbuny,ŋarpuɲ,soft,Peter Austin,soft,N,-28.02423917812645,147.6605303485538,NA,NA,NA,NA
Koko Yimidir,Paman,Pama-Nyungan,kky,guug1239,Y82,925,Guugu-Yimidhirr,budul,putul,blunt,"Roth, Walter E.",blunt,ADJ,-15.16061049057366,144.9904848496925,NA,NA,NA,NA
Koko Yimidir,Paman,Pama-Nyungan,kky,guug1239,Y82,925,Guugu-Yimidhirr,danga,taŋa,rough,"Roth, Walter E.","rough, prickly, jagged",ADJ,-15.16061049057366,144.9904848496925,NA,NA,NA,NA
Koko Yimidir,Paman,Pama-Nyungan,kky,guug1239,Y82,925,Guugu-Yimidhirr,moari-buntjil,moaɹi-puncil,bald,"Roth, Walter E.",bald,ADJ,-15.16061049057366,144.9904848496925,NA,NA,NA,NA
Koko Yimidir,Paman,Pama-Nyungan,kky,guug1239,Y82,925,Guugu-Yimidhirr,moimon,moimon,smooth,"Roth, Walter E.",smooth,ADJ,-15.16061049057366,144.9904848496925,NA,NA,NA,NA
Chap Wuruong,Kulin,Pama-Nyungan,tjw,west2443,S26,297,Tjapwurrung,turuup,tuɹuːp,blunt,"Dawson, James",blunt,NA,-37.30349409744511,142.9105910163052,NA,NA,NA,NA
Kuurn kopan noot,Kulin,Pama-Nyungan,gjm,NA,S20,947,Gunditjmara,mo'ort,mo'oʈ,blunt,"Dawson, James",blunt,NA,-38.22064836643228,142.0583316632591,NA,NA,NA,NA
Peek whuurong,Kulin,Pama-Nyungan,NA,NA,NA,1265,Pikwurrung,mort mittin,moʈ mittin,blunt,"Dawson, James",blunt,NA,NA,NA,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhapaṉbal,d̪apan̪bal,flat,"Lowe, Beulah",flat,"Adj, n",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ḏarrtjalk,d̪aɹʈjalk,clean,"Lowe, Beulah",clean,Adj,-12.7172575311146,135.8819055486839,rdarrtyalk,Yolŋu,clean,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,yalwuḏuk,jalwud̪uk,soft,"Lowe, Beulah",pliable,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhirrkthirrk,d̪irkt̪irk,rough,"Lowe, Beulah",rough (surface),Adj,-12.7172575311146,135.8819055486839,*thirrkthirrk,Yolŋu,rough,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhapaṉbal,d̪apan̪bal,flat,"Christie, Michael",flat,"Adj, n",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ḏarrtjalk,d̪aɹʈjalk,clean,"Christie, Michael",clean,Adj,-12.7172575311146,135.8819055486839,rdarrtyalk,Yolŋu,clean,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhirrkthirrk,d̪irkt̪irk,rough,"Christie, Michael",rough (surface),Adj,-12.7172575311146,135.8819055486839,*thirrkthirrk,Yolŋu,rough,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,jerdajirda / -jerdajirda,ɟeɖaɟiɖa / -ɟeɖaɟiɖa,smooth,"Glasglow, Kathleen and Gladgow, David",smooth,adv.; descr.,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-mujarrkchijarrk,-muɟarkciɟark,rough,"Glasglow, Kathleen and Gladgow, David",rough,descr.,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
pPN-,Pama-Nyungan,Pama-Nyungan,NA,NA,NA,373,Proto-Pama-Nyungan,*kAnta(l),kAnta(l),smooth,Susan Fitzgerald,smooth,adj,-13.9,148.5,NA,NA,NA,NA
Yidiny,Paman,Pama-Nyungan,yii,yidi1250,Y117,40,Yidiny,buyal,pujal,hard,"Dixon, R.M.W","hard, solid, strong",Adj,-17.11594422180313,145.7736813596025,NA,NA,NA,NA
Yidiny,Paman,Pama-Nyungan,yii,yidi1250,Y117,40,Yidiny,dirrbal,tirpal,clean,"Dixon, R.M.W","clean, (e.g. camp, road)",Adj,-17.11594422180313,145.7736813596025,NA,NA,NA,NA
Yidiny,Paman,Pama-Nyungan,yii,yidi1250,Y117,40,Yidiny,garan,kaɹan,clean,"Dixon, R.M.W","clean (e.g. water, food, face, clothes)",Adj,-17.11594422180313,145.7736813596025,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,lanitjarra,lanicara,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,maral-maral(pa),maɹal-maɹal(pa),flat,"Valiquette, Hillaire amd Anthony Peile",flat,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,nantul(pa),nantul(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,ngarlngarl(pa),ŋaɭŋaɭ(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,nyampaly(pa),ɲampaʎ(pa),soft,"Valiquette, Hillaire amd Anthony Peile",soft,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,palytal(pa),paʎtal(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,karu,kaɹu,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,puwaly(pa),puwaʎ(pa),blunt,"Valiquette, Hillaire amd Anthony Peile",dull,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,rupuny-rupuny(pa),ɹupuɲ-ɹupuɲ(pa),bald,"Valiquette, Hillaire amd Anthony Peile",bald,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tanmaly(pa),tanmaʎ(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjatjurr(pa),cacur(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjiraly(pa),ciɹaʎ(pa),slippery,"Valiquette, Hillaire amd Anthony Peile",slippery,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,walan(pa),walan(pa),blunt,"Valiquette, Hillaire amd Anthony Peile",dull,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,walurr(pa),walur(pa),blunt,"Valiquette, Hillaire amd Anthony Peile",dull,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,palytjaly(pa),paʎcaʎ(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_tanmarl(pa),tanmaɭ(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,moor'gool,moːɹ'goːl,blunt,NA,dull,NA,-19.85,146.34,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,n'go'lo'go,n'go'lo'go,clean,NA,clear away,NA,-19.85,146.34,NA,NA,NA,NA
Atampaya,Paman,Pama-Nyungan,amz,atam1239,Y183*,1216,Atampaya,ithan,it̪an,sharp,Terry Crowley,sharp,NA,-11.48211056962124,142.3743783707638,*lical,N/A,grass (sp),NA
Duuŋidjawu,Waka-Kabi,Pama-Nyungan,wkw,duun1241,E20,1051,Duungidjawu,ŋurr,ŋur,sharp,"Kite, Suzanne; Wurm, Stephen",(Adj) sharp,Adj,-25.3987,152.345,*ŋurru,N/A,nose,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhumuk,d̪umuk,blunt,"Lowe, Beulah",blunt,"Adj, n",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,binydjitj,biɲɟic,flat,"Lowe, Beulah",flat,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,latju,lacu,smooth,"Morphy, Frances",smooth,Adj,-12.61761911338881,136.2565768319396,latyu,Yolŋu,"good, nice, pleasant, delicious, beautiful; smooth",NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,dhumuk,d̪umuk,blunt,"Morphy, Frances",blunt,"Adj, n",-12.61761911338881,136.2565768319396,NA,NA,NA,NA
Ritharngu,Yolŋu,NA,rit,rita1239,N149,337,Ritharrngu,binydjitj,biɲɟic,flat,"Heath, Jeffrey",flat,Adj,-13.0913471605575,136.0384241243396,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,latju,lacu,smooth,"Christie, Michael",smooth,Adj,-12.7172575311146,135.8819055486839,latyu,Yolŋu,"good, nice, pleasant, delicious, beautiful; smooth",NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,binydjitj,biɲɟic,flat,"Christie, Michael",flat,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,dhumuk,d̪umuk,blunt,"Christie, Michael",blunt,"Adj, n",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,derta / -derta,deʈa / -deʈa,hard,"Glasglow, Kathleen and Gladgow, David",hard,"adv., descr.",-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-nyarlkuch,-ɲaɭkuc,soft,"Glasglow, Kathleen and Gladgow, David",soft,descr.,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,jerdajirda / -jerdajirda,ɟeɖaɟiɖa / -ɟeɖaɟiɖa,slippery,"Glasglow, Kathleen and Gladgow, David",slippery,adv.; descr.,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Nhanda,Kartu,Pama-Nyungan,nha,nhan1238,W14,497,Nhanta,mambu,mambu,hard,"Blevins, Juliette",hard,N,-27.42523643128006,114.2680442458503,NA,NA,NA,NA
Nhanda,Kartu,Pama-Nyungan,nha,nhan1238,W14,497,Nhanta,mirla,miɭa,flat,"Blevins, Juliette",flat,N,-27.42523643128006,114.2680442458503,NA,NA,NA,NA
pPN-,Pama-Nyungan,Pama-Nyungan,NA,NA,NA,373,Proto-Pama-Nyungan,*kAnta(l),kAnta(l),slippery,Susan Fitzgerald,slippery,adj,-13.9,148.5,NA,NA,NA,NA
pNY,NA,NA,NA,NA,NA,1518,pNY,*kara,kaɹa,smooth,Susan Fitzgerald,smooth,v/adj,NA,NA,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,ngalya pararra,ŋaʎa paɹara,bald,"Peile, Fr Antony R.",bald,nom,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Ng'goi Mwoi,Bandjalangic,Pama-Nyungan,NA,band1339,NA,578,Ng'goi Mwoi,kinyeen,kiɲeːn,tough,"Hanlon, W.E",tough,Adj,-28.163998,152.801352,NA,NA,NA,NA
Yidiny,Paman,Pama-Nyungan,yii,yidi1250,Y117,40,Yidiny,dirrbal,tirpal,bald,"Dixon, R.M.W","bald (head, hill)",Adj,-17.11594422180313,145.7736813596025,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,ngalya pararra,ŋaʎa paɹara,bald,"Valiquette, Hillaire amd Anthony Peile",bald,Nbod,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,karta-kartarriwa,kaʈa-kaʈariwa,tough,"Valiquette, Hillaire amd Anthony Peile",be tough,Vi,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjiraly(pa),ciɹaʎ(pa),smooth,"Valiquette, Hillaire amd Anthony Peile",smooth,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjirarl-tjirarl(pa),ciɹaɭ-ciɹaɭ(pa),slippery,"Valiquette, Hillaire amd Anthony Peile",slippery,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,yaru,jaɹu,soft,"Valiquette, Hillaire amd Anthony Peile","soft (e.g., noise)",Nact,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,yiri,jiɹi,sharp,"Valiquette, Hillaire amd Anthony Peile",sharp,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,moor'gool,moːɹ'goːl,blunt,NA,blunt,NA,-19.85,146.34,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,derta / -derta,deʈa / -deʈa,firm,"Glasglow, Kathleen and Gladgow, David",firm,"adv., descr.",-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,rakurl(pa),ɹakuɭ(pa),soft,"Valiquette, Hillaire amd Anthony Peile",soft,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,derta / -derta,deʈa / -deʈa,tough,"Glasglow, Kathleen and Gladgow, David",tough,"adv., descr.",-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ganydjarr,gaɲɟar,hard,"Lowe, Beulah","[Adj] hard, powerfully, with force","N, Adv",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,ganydjarr,gaɲɟar,hard,"Morphy, Frances","[Adj] hard, powerfully, with force","N, Adv",-12.61761911338881,136.2565768319396,NA,NA,NA,NA
Ritharngu,Yolŋu,NA,rit,rita1239,N149,337,Ritharrngu,ganydjarr,gaɲɟar,hard,"Heath, Jeffrey","[Adj] hard, powerfully, with force","N, Adv",-13.0913471605575,136.0384241243396,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ganydjarr,gaɲɟar,hard,"Christie, Michael","[Adj] hard, powerfully, with force","N, Adv",-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,kayarra,kajara,hard,"Austin, Peter",hard,NA,-24.01509472942779,113.7199742530777,NA,NA,NA,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,pulara,pulaɹa,soft,"Austin, Peter",soft,NA,-24.01509472942779,113.7199742530777,NA,NA,NA,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,yiri,jiɹi,sharp,"Austin, Peter",sharp,NA,-24.01509472942779,113.7199742530777,*yiri,N/A,sharp,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,punthu,punt̪u,blunt,"Austin, Peter",blunt,NA,-24.01509472942779,113.7199742530777,NA,NA,NA,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,pirtilya,piʈiʎa,clean,"Austin, Peter",clean,NA,-24.01509472942779,113.7199742530777,NA,NA,NA,NA
Bayungu,Kanyara-Mantharta,Pama-Nyungan,bxj,bayu1240,W23,429,Payungu,palkarra,palkara,bald,"Austin, Peter",bald,NA,-24.01509472942779,113.7199742530777,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,murral,mural,hard,"Austin, Peter",hard,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,mankarr,mankar,hard,"Austin, Peter",hard,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,pulara,pulaɹa,soft,"Austin, Peter",soft,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,yirralya,jiraʎa,sharp,"Austin, Peter",sharp,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,thinthan,t̪int̪an,blunt,"Austin, Peter",blunt,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,thalha,t̪al̪a,blunt,"Austin, Peter",blunt,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,pirtilya,piʈiʎa,clean,"Austin, Peter",clean,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Dhalandji,Kanyara-Mantharta,Pama-Nyungan,dhl,dhal1245,W26,318,Thalanyji,palkarra,palkara,bald,"Austin, Peter",bald,NA,-22.51113458754001,114.7073317721085,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,murral,mural,hard,"Austin, Peter",hard,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,jarla,caɭa,soft,"Austin, Peter",soft,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,yirralya,jiraʎa,sharp,"Austin, Peter",sharp,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,thalha,t̪al̪a,blunt,"Austin, Peter",blunt,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,pirdilya,piʈiʎa,clean,"Austin, Peter",clean,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Burduna,Kanyara-Mantharta,Pama-Nyungan,bxn,burd1238,W24,349,Purduna,pirdilya,piʈiʎa,bald,"Austin, Peter",bald,NA,-23.00938069661522,114.8292027213359,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,"walan, walanbaa",walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,"mulamula, mula",mula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalayaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,"walan, walanbaa",walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaalayaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,"mulamula, mula",mula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.84291122144783,149.806501013693,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,"jurlpara, julpara",ɟulpaɹa,smooth,"Blake, Barry",smooth,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Warnman,Wati,Pama-Nyungan,wbt,wanm1242,A62,188,Warnman,"miljirr miljirr, jikirr jikirr",cikir cikir,rough,"Thieberger, Nicholas and Desmond Taylor",rough,Adj,-22.00041800774719,124.0387198550533,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"dhoongk meerd, yeerk meerd",jeːɹk meːɖ,bald,"Black, Paul",bald head,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",weːngk,fine,"Black, Paul",fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",lβeːr,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelbhirr, peelbhirr",peːlβir,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",weːngk,fine,Paul Black,fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",lβeːr,flat,Paul Black,flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,"noombo, noomboo neelirr",noːmboː neːlir,blunt,NA,blunt,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,"weera, lalga womba",lalga womba,bony,NA,bony,NA,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",ɣalmanik,fine,"Black, Paul",fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",went,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",ɣalmanik,fine,Paul Black,fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",went,flat,Paul Black,flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",wentiwent,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",wentiwent,flat,Paul Black,flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
